post	label
i will never forget how one of my coworkers looked me dead in my face and asked me do you wash your hair just because my hair is in braids does not mean i do not wash it you small dick white bitch	1
you are defending this dumb shit for creating the illusion that i should somehow care because i was raised mormon or that i am a kike because i was born into a mormon family oblige me with that retard level logic and just add to the dumpster fire	1
<user> <user> ching chong is literally a xenophobic expression are you dizzy	0
average white iq <number> average asian iq <number> average african iq <number> nigger they are of inferior stock as they would say in the old days why you would mix with a spic unless this is some kind of pillaging operation is beyond me	2
percentage manufacturing crime sends them to the rightabout the devil on moneylenders gave reuben j a great strawcalling now he really what they call a dirty jew power those judges have crusty old topers	0
<user> i am trynna make it a non gay offensive slur lol i only call non gays faggots you a faggot if you got some bitchassness in you feel me	1
<user> agree bully democrat <user> also bully on tv states qoute we do not need queer harassment <user> bullies in high school harassed me everyday with this word would it be the same if i said we do not need about her wtf	0
sometimes you wanna hit the girl you like up but then you remember so many niggers already doing that then you just be like hell naah 🙁	2
instant mute and creeping my tl total kike behavior	2
what a useless bitch <sad>	0
al iaquinta remember this name this ravioli nigglet is winning this belt	2
gab fam leaky weiner speak freely if you dont think nigger obama will pardon that crooked old lady you are kidding yourself classifiedinfomatters	2
i fucking hate saturday because i work <number> hr emotionally draining shifts helping annoying ass white ppl i hate sundays because my brain melts listening to football coverage being blasted at full volume from <time> to <time>	1
<user> i mean they all look sickening but look at roseanne can you blame me	0
this is god way of testing if i break my no white boy rule or not	0
<user> <user> <user> he wants a white ethnostate and thinks that the holocaust didnt happen and that the jew globalists control everything	1
nazi is a kike jew term invented by an inbred schizoid kike rat they were called national socialists <number> gorillion were not gassed but should have been the world would be a much better place	2
<user> btw i need numbers people all my friends left my fat white ass	0
not me getting foundation on this white christian dior collar 🤒 🤒	0
<user> <user> seriously they are all just rich white christian males now they have no factions	0
while leftie morons suck fascist moslem cock oh the irony of such hypocrites	2
i know they are trying to commit white genocide but is not the f ing jews but the f ing muslimes that want to kill christians and jews and atheists and hindu and budhists or submit them to their psycho cult what part of kill do not you understand	2
i got thrown out of some fancy hotel on hollywood blvd a few minutes ago because i told the valet nigger where he could put his feelings about my attitude all in all a successful evening although i am sure my wife will disagree when she gets home	2
